,Part Number,MFR Part Number, Nomenclature, Unit Price,Quantity,Cost of Goods,Cost of Shipping,Total,Purchaser
1,1479-1004-1-ND,DWM 1001,UWB TX/RX MODULE,23.55,2,47.1,3.75,50.85,Tanner
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
6,,,,,,,,
7,,,,,,,,
8,,,,,,,,
9,,,,,,,,
10,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
